date,batiment,zone,type_energie,kwh
2023-02-16,Bureau_Central,Bureaux,gaz,430.47
2024-03-14,Entrepot_Nord,Eclairage,electricite,148.51
2024-11-09,Entrepot_Nord,Production,electricite,528.54
2023-07-23,Usine_A,Production,gaz,284.74
2024-02-18,Entrepot_Nord,Production,electricite,98.29
2023-11-05,Usine_B,Climatisation,electricite,190.93
2023-10-08,Usine_B,Production,electricite,381.25
2024-03-16,Usine_A,Eclairage,electricite,373.19
2024-06-23,Usine_A,Eclairage,electricite,297.98
2024-09-12,Usine_B,Production,electricite,559.86
2023-01-10,Bureau_Central,Bureaux,gaz,610.75
2023-08-08,Entrepot_Nord,Production,electricite,-588.46
2024-12-09,Entrepot_Nord,Production,gaz,658.58
2024-02-14,Entrepot_Nord,Eclairage,electricite,192.9
2024-01-19,Entrepot_Nord,Eclairage,electricite,447.7
2024-08-13,Usine_B,Climatisation,electricite,107.81
2024-01-12,Entrepot_Nord,Production,electricite,555.5
2024-07-16,Entrepot_Nord,Production,gaz,323.89
2023-03-11,Bureau_Central,Climatisation,electricite,187.84
2024-07-22,Entrepot_Nord,Eclairage,electricite,686.5
2024-10-10,Entrepot_Nord,Eclairage,electricite,
2023-06-24,Usine_B,Production,gaz,157.82
2024-11-05,Usine_B,Climatisation,electricite,305.65
2023-12-27,Usine_A,Production,electricite,635.37
2024-09-01,Usine_B,Production,electricite,315.74
2024-07-24,Usine_A,Production,electricite,616.17
2023-07-07,Entrepot_Nord,Eclairage,electricite,166.06
2024-02-28,Usine_A,Eclairage,electricite,270.61
2023-12-18,Bureau_Central,Bureaux,gaz,284.95
2024-06-10,Usine_A,Production,gaz,262.09
2023-06-11,Bureau_Central,Climatisation,electricite,161.07
2023-02-25,Bureau_Central,Bureaux,electricite,567.99
2024-05-11,Usine_A,Production,electricite,588.92
2023-09-26,Bureau_Central,Bureaux,gaz,304.85
2024-07-18,Entrepot_Nord,Production,gaz,231.62
2024-12-10,Usine_A,Production,gaz,500.09
2023-10-23,Usine_B,Climatisation,electricite,224.23
2023-05-17,Usine_A,Production,gaz,455.24
2023-08-03,Usine_A,Production,electricite,385.98
2024-09-24,Usine_A,Eclairage,electricite,254.9
2023-01-07,Entrepot_Nord,Production,gaz,1155.3
2023-05-13,Usine_A,Production,gaz,378.86
2023-11-22,Entrepot_Nord,Eclairage,electricite,352.2
2024-10-01,Usine_B,Production,electricite,501.25
2023-09-22,Usine_B,Production,electricite,662.52
2023-12-03,Usine_B,Production,gaz,1015.78
2024-11-04,Entrepot_Nord,Production,gaz,632.74
2024-02-25,Usine_A,Production,gaz,979.03
2024-10-20,Usine_A,Production,gaz,515.53
2023-08-07,Entrepot_Nord,Production,electricite,141.85
2024-04-10,Bureau_Central,Climatisation,electricite,96.13
2023-02-08,Entrepot_Nord,Eclairage,electricite,330.89
2024-08-12,Bureau_Central,Climatisation,electricite,486.25
2024-02-15,Bureau_Central,Bureaux,electricite,458.37
2023-04-05,Usine_B,Climatisation,electricite,378.92
2023-12-09,Entrepot_Nord,Production,gaz,904.98
2023-05-15,Usine_B,Production,gaz,217.09
2024-08-21,Bureau_Central,Climatisation,electricite,179.99
2024-03-30,Entrepot_Nord,Production,gaz,814.52
2023-10-27,Bureau_Central,Bureaux,electricite,745.05
2023-11-05,Bureau_Central,Bureaux,electricite,782.46
2023-12-26,Bureau_Central,Climatisation,electricite,58.14
2023-08-28,Bureau_Central,Bureaux,gaz,156.51
